epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,4.931551059087117,1.8150767695903778,65.4921881389618,85.53125057220458,8e-05
1,4.646688183148702,1.6359483748674393,67.16796895980835,86.91211055755615,7.998026241462927e-05
2,4.274679958820343,1.5109777399897575,68.388672208786,87.96679788589478,7.992106913713087e-05
3,4.102393905321757,1.422964732348919,69.43945380210876,88.75390729904174,7.98224785841232e-05
4,4.022949119408925,1.3593121354281903,70.22851723670959,89.3945323753357,7.968458805257913e-05
epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
5,4.049097955226898,1.3118062880635262,70.9726570892334,89.8867202758789,7.950753362380551e-05
6,4.136750638484955,1.2761597141623497,71.47851574897766,90.2167995262146,7.929149002914756e-05
7,3.90109250942866,1.2488208355009556,71.86523386001586,90.56054822921753,7.90366704775499e-05
8,3.841719090938568,1.2287121079862118,72.33203176498414,90.8378915977478,7.874332644514525e-05
9,3.770576596260071,1.213368316590786,72.69336046218872,91.04882940292359,7.841174742707773e-05
10,3.8020737767219543,1.2022114123404026,72.98046867370606,91.25390747070313,7.804226065180615e-05
11,3.7895291248957315,1.1944482912123204,73.21679750442505,91.47461065292359,7.763523075816903e-05
12,3.793304204940796,1.1882191218435765,73.40820360183716,91.64257907867432,7.719105943553007e-05
13,3.6839506228764853,1.1831573259830475,73.63085990905762,91.7773447227478,7.671018502735925e-05
14,3.5715384483337402,1.1795420657098292,73.82226600646973,91.92773532867432,7.619308209864079e-05
15,3.657633821169535,1.1761613719165325,74.03320426940918,92.00781295776368,7.564026096753472e-05
16,3.591462731361389,1.172881767898798,74.18750141143799,92.11523624420165,7.505226720175455e-05
17,3.6255670189857483,1.1693349531292916,74.35937664031982,92.19922122955322,7.442968108015775e-05
18,3.5801952481269836,1.1662576651573182,74.49023544311524,92.31836088180542,7.377311702008061e-05
19,3.554813007513682,1.164320728480816,74.58789112091064,92.38867265701293,7.308322297098248e-05
20,3.457315822442373,1.1620309272408484,74.73046993255615,92.45507900238037,7.236067977499791e-05
21,3.5672279596328735,1.159712843745947,74.84765613555908,92.48828287124634,7.160620049502761e-05
22,3.53380678097407,1.1571477916836739,74.94335920333862,92.54882890701293,7.082052971103158e-05
23,3.487663984298706,1.154057478159666,74.9882822227478,92.56835981369018,7.000444278521839e-05
24,3.5004969239234924,1.1516097475588323,75.05468835830689,92.58203247070313,6.915874509685646e-05
25,3.4280939300855002,1.1493897505104542,75.0957046508789,92.6582048034668,6.828427124746191e-05
26,3.5389609734217324,1.1477706310153009,75.15625123977661,92.68164207458496,6.738188423714756e-05
27,3.4319023887316384,1.146320166885853,75.23828233718872,92.73047132492066,6.645247461294608e-05
28,3.3876670797665915,1.144729617089033,75.29882932662964,92.76172124862671,6.54969595899476e-05
29,3.4771597186724343,1.1428448355197907,75.30664211273194,92.79687715530396,6.451628214611907e-05
30,3.421202858289083,1.1404093532264232,75.4218759918213,92.85156589508057,6.351141009169894e-05
31,3.3657180269559226,1.137888873964548,75.46093843460083,92.90234655380249,6.248333511408524e-05
32,3.274315575758616,1.1370809063315392,75.52343812942505,92.94922088623046,6.143307179915987e-05
33,3.350744823614756,1.1354224720597268,75.58007852554321,92.99023614883423,6.036165663001486e-05
34,3.304478943347931,1.134502743035555,75.54687646865845,93.0683609199524,5.9270146964068614e-05
35,3.271660109361013,1.1332013109326362,75.56836071014405,93.07031469345092,5.8159619989581874e-05
36,3.325031121571859,1.132610675096512,75.65039125442505,93.10742252349854,5.703117166260291e-05
37,3.2254156867663064,1.132391093224287,75.6425791168213,93.11523628234863,5.5885915625391226e-05
38,3.208984593550364,1.1315597148239613,75.6796890449524,93.11914257049561,5.472498210738713e-05
39,3.246107002099355,1.130857714265585,75.74414205551147,93.11718906402588,5.3549516809811667e-05
40,3.2273838917414346,1.1306171156466007,75.78125143051147,93.11718944549561,5.23606797749979e-05
41,3.20580263932546,1.1300574937462806,75.79297002792359,93.10742359161377,5.115964424156918e-05
42,3.266301413377126,1.1295993068814278,75.83984500885009,93.13671997070313,4.9947595486594186e-05
43,3.2315300703048706,1.1294423666596414,75.84375082015991,93.12109504699707,4.872572965586171e-05
44,3.2356188694636026,1.1294311180710792,75.84179683685302,93.14453317642212,4.7495252583429e-05
45,3.252088745435079,1.1292391876876353,75.87500026702881,93.15429899215698,4.625737860160924e-05
46,3.194095492362976,1.128561711013317,75.88867172241211,93.12109642028808,4.501332934257218e-05
47,3.170391877492269,1.128726677596569,75.87890642166138,93.10546991348266,4.376433253274058e-05
48,3.1731024185816445,1.1292588183283805,75.94336084365845,93.09179880142212,4.251162078117254e-05
49,3.161949853102366,1.1297160927951335,76.01367282867432,93.09570533752441,4.1256430363125134e-05
50,3.117780089378357,1.1299664622545242,76.03711023330689,93.11718996047973,4e-05
51,3.191281497478485,1.1305132567882539,76.09960981369018,93.11914260864258,3.874356963687487e-05
52,3.1966361006100974,1.1310703624784946,76.06054706573487,93.08203268051147,3.7488379218827466e-05
epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
53,3.1375166376431785,1.1316798701882362,76.07812570571899,93.08398656845092,3.623566746725943e-05
54,3.2531059980392456,1.1320325726270675,76.11914209365845,93.08593942642212,3.498667065742784e-05
55,3.12136173248291,1.132688604146242,76.07812536239624,93.11718965530396,3.374262139839077e-05
56,3.0993980367978415,1.1333598129451274,76.03515645980835,93.09765775680542,3.2504747416571016e-05
57,3.064299523830414,1.1339421841502189,76.06640827178956,93.14258016586304,3.127427034413831e-05
58,3.091965119043986,1.1344794794917106,76.08984468460083,93.15429794311524,3.0052404513405807e-05
59,3.1048457423845925,1.1354161615669727,76.07226612091064,93.12109502792359,2.8840355758430837e-05
60,3.1502751111984253,1.1361400900781156,76.09570386886597,93.1230472946167,2.7639320225002118e-05
61,3.04675829410553,1.136708692163229,76.0781261253357,93.13867328643799,2.6450483190188347e-05
62,3.0272372364997864,1.1373416557908058,76.09960985183716,93.0996103668213,2.5275017892612896e-05
63,3.075566053390503,1.1382070550322532,76.1113295173645,93.08203310012817,2.4114084374608774e-05
64,3.025457441806793,1.1393086893856526,76.09765794754028,93.07812694549561,2.2968828337397095e-05
65,3.0630967815717063,1.1396051824092865,76.10546936035156,93.09375156402588,2.1840380010418133e-05
66,3.0462401509284973,1.1401688532531262,76.12109535217286,93.09961088180542,2.0729853035931386e-05
67,3.043127636114756,1.1411314544081688,76.13281312942505,93.08593856811524,1.963834336998515e-05
68,3.00252902507782,1.1421074296534062,76.1054694366455,93.0800792503357,1.8566928200840128e-05
69,3.1046420137087503,1.143112723827362,76.11328231811524,93.06445394515991,1.7516664885914774e-05
70,3.0679979721705117,1.1435786512494088,76.08789192199707,93.09570507049561,1.648858990830108e-05
71,3.026017427444458,1.1445264206826686,76.13671979904174,93.08203289031982,1.5483717853880936e-05
72,3.0478891332944236,1.1456298679113388,76.13476736068725,93.0820323753357,1.4503040410052412e-05
73,2.9855865240097046,1.1466559754312038,76.12304893493652,93.08203186035156,1.3547525387053933e-05
74,3.1159575978914895,1.1474892029166222,76.15039297103881,93.06445386886597,1.2618115762852451e-05
75,3.0018102327982583,1.1481562429666519,76.15820428848266,93.08593814849854,1.1715728752538103e-05
76,2.9715137283007302,1.1492806465923786,76.13867282867432,93.07617233276368,1.0841254903143547e-05
77,3.0546621680259705,1.1502620542049409,76.13672018051147,93.03711044311524,9.995557214781618e-06
78,3.0279913345972695,1.1511483865976333,76.10937641143799,93.02734424591064,9.179470288968435e-06
79,2.9745841224988303,1.152108095139265,76.1054704284668,93.04687587738037,8.393799504972384e-06
80,2.910587211449941,1.1529377683997155,76.11132926940918,93.02929758071899,7.639320225002106e-06
81,2.9791889786720276,1.1536710612475871,76.0585947227478,93.03710971832275,6.916777029017532e-06
82,2.9649211963017783,1.1543300691246987,76.03906364440918,93.04492240905762,6.226882979919407e-06
83,2.9250687956809998,1.1550829958915712,76.03710931777954,93.04296941757202,5.57031891984225e-06
84,2.9850017031033835,1.155862368196249,76.03906312942505,93.0507822418213,4.947732798245457e-06
85,2.9055356780687966,1.1564173705875873,76.06445421218872,93.06054822921753,4.359739032465289e-06
86,2.900284707546234,1.1571183668076992,76.06836156845092,93.0488292503357,3.806917901359226e-06
87,2.954939285914103,1.1576174122095109,76.04687643051147,93.06445455551147,3.2898149726407634e-06
88,2.934843818346659,1.1582647716999055,76.0390640258789,93.06054874420165,2.8089405644699463e-06
89,2.9375672539075217,1.1584989432990551,76.0546891593933,93.05468994140625,2.364769241830982e-06
90,2.9874555468559265,1.1590672363340855,76.04687671661377,93.05273694992066,1.957739348193859e-06
91,2.969113767147064,1.1596015544235707,76.04492359161377,93.04687677383423,1.5882525729222819e-06
92,2.955137630303701,1.160046232789755,76.06250120162964,93.04687694549561,1.2566735548547615e-06
93,3.0128960808118186,1.1603158427774907,76.06836065292359,93.0566427230835,9.63329522450107e-07
94,2.954612930615743,1.1604707731306554,76.05664218902588,93.0351580619812,7.085099708524512e-07
95,2.9328359564145408,1.160624690502882,76.06640766143799,93.03906408309936,4.924663761944936e-07
96,2.9601104060808816,1.160760602504015,76.07031381607055,93.05078289031982,3.154119474208894e-07
97,2.945234020551046,1.1609634257853032,76.06054813385009,93.05078250885009,1.7752141587680016e-07
98,2.9284074902534485,1.1611636507511138,76.05859462738037,93.04687635421753,7.893086286913764e-08
99,2.99608838558197,1.1612960101664067,76.04687633514405,93.04492267608643,1.9737585370736002e-08
